149,1
158,1
159,1
168,2
178,2
188,1
189,1
198,2
199,1
208,2
218,1
219,1
228,2
239,1
240,1
250,2
261,1
262,1
272,2
284,2
285,1
296,2
306,2
317,2
329,1
343,2
344,1
348,1
355,2
359,1
360,1
378,1
383,2
386,1
390,1
401,2
426,2
428,1
437,1
441,2
442,1
444,1
463,2
467,2
472,2
483,2
506,3
509,1
513,1
521,1
532,1
537,1
538,2
565,2
574,1
580,2
591,2
593,2
603,3
611,2
614,2
625,2
628,5
630,1
637,2
648,1
656,2
664,2
668,2
670,1
671,1
680,2
683,2
686,1
690,1
698,1
699,1
706,5
710,1
712,1
724,5
728,5
737,1
742,5
746,1
748,1
759,2
763,2
766,1
774,1
777,4
780,2
783,1
792,1
796,1
797,1
810,2
813,1
817,1
827,2
835,1
851,1
856,1
861,1
863,2
864,1
885,3
887,2
892,2
894,2
901,1
905,1
909,1
913,1
917,1
921,1
928,3
929,2
932,2
940,3
943,2
945,1
947,2
949,1
952,1
953,1
960,4
961,1
962,2
975,1
976,2
989,1
994,2
1002,2
1016,1
1025,1
1036,3
1037,2
1040,1
1045,2
1046,1
1062,4
1063,2
1070,2
1081,4
1083,2
1088,2
1090,1
1103,1
1106,1
1119,2
1121,2
1123,1
1128,1
1131,2
1138,1
1145,2
1147,2
1149,1
1154,1
1157,2
1164,1
1168,3
1171,2
1175,2
1183,3
1203,4
1209,4
1226,1
1242,4
1248,5
1256,2
1258,1
1262,1
1272,1
1274,1
1290,4
1294,4
1305,1
1313,2
1329,4
1330,1
1336,3
1357,1
1398,2
1411,2
1434,4
1438,4
1451,1
1464,1
1472,2
1474,2
1490,2
1501,1
1511,4
1514,2
1540,4
1591,4
1592,2
1613,2
1614,1
1616,1
1619,1
1622,1
1624,1
1638,3
1639,3
1653,4
1656,3
